1.000000000000000000e+00 3.552392799498743718e-17 3.458504830565309618e+01
3.000000000000000000e+00 6.490092205095033297e-17 8.582690532017976182e+01
5.000000000000000000e+00 8.026067623253943715e-17 1.406726796554549423e+02
7.000000000000000000e+00 9.151524775198471618e-17 1.515477430682590239e+02
9.000000000000000000e+00 1.148220324989359637e-16 2.114080059302393977e+02
1.100000000000000000e+01 nan nan
1.300000000000000000e+01 8.000000000000000572e-17 6.148810191110895857e+02
1.500000000000000000e+01 8.000000000000000572e-17 -2.089101643648127151e+02
1.700000000000000000e+01 nan nan
1.900000000000000000e+01 nan nan
2.100000000000000000e+01 8.000000000000000572e-17 -1.758883897561048570e+02
2.300000000000000000e+01 nan nan
2.500000000000000000e+01 nan nan
2.700000000000000000e+01 nan nan
2.900000000000000000e+01 nan nan
3.100000000000000000e+01 nan nan
3.300000000000000000e+01 nan nan
3.500000000000000000e+01 nan nan
3.700000000000000000e+01 nan nan
3.900000000000000000e+01 nan nan
4.100000000000000000e+01 nan nan
4.300000000000000000e+01 nan nan
4.500000000000000000e+01 nan nan
4.700000000000000000e+01 nan nan
4.900000000000000000e+01 nan nan
5.100000000000000000e+01 nan nan
5.300000000000000000e+01 nan nan
5.500000000000000000e+01 nan nan
5.700000000000000000e+01 nan nan
5.900000000000000000e+01 nan nan
6.100000000000000000e+01 nan nan
6.300000000000000000e+01 nan nan
6.500000000000000000e+01 nan nan
6.700000000000000000e+01 nan nan
6.900000000000000000e+01 nan nan
7.100000000000000000e+01 nan nan
7.300000000000000000e+01 nan nan
7.500000000000000000e+01 nan nan
7.700000000000000000e+01 nan nan
7.900000000000000000e+01 nan nan
8.100000000000000000e+01 nan nan
8.300000000000000000e+01 nan nan
8.500000000000000000e+01 nan nan
8.700000000000000000e+01 nan nan
8.900000000000000000e+01 nan nan
9.100000000000000000e+01 nan nan
9.300000000000000000e+01 nan nan
9.500000000000000000e+01 nan nan
9.700000000000000000e+01 nan nan
