1.000000000000000000e+00 1.614609251566026228e-17 6.215107383362858684e+01
3.000000000000000000e+00 1.803793439357528474e-17 1.149200398394476679e+02
5.000000000000000000e+00 1.665135046072966072e-17 6.998160741170846677e+01
7.000000000000000000e+00 2.909153530138967936e-17 1.332323274007563327e+02
9.000000000000000000e+00 3.328035297464086784e-17 2.201912257280535812e+02
1.100000000000000000e+01 4.507724826749132266e-17 -2.291135034263448631e+02
1.300000000000000000e+01 nan nan
1.500000000000000000e+01 nan nan
1.700000000000000000e+01 nan nan
1.900000000000000000e+01 nan nan
2.100000000000000000e+01 nan nan
2.300000000000000000e+01 nan nan
2.500000000000000000e+01 nan nan
2.700000000000000000e+01 nan nan
2.900000000000000000e+01 nan nan
3.100000000000000000e+01 nan nan
3.300000000000000000e+01 nan nan
3.500000000000000000e+01 nan nan
3.700000000000000000e+01 nan nan
3.900000000000000000e+01 nan nan
4.100000000000000000e+01 nan nan
4.300000000000000000e+01 nan nan
4.500000000000000000e+01 nan nan
4.700000000000000000e+01 nan nan
4.900000000000000000e+01 nan nan
5.100000000000000000e+01 nan nan
5.300000000000000000e+01 nan nan
5.500000000000000000e+01 nan nan
5.700000000000000000e+01 nan nan
5.900000000000000000e+01 nan nan
6.100000000000000000e+01 nan nan
6.300000000000000000e+01 nan nan
6.500000000000000000e+01 nan nan
6.700000000000000000e+01 nan nan
6.900000000000000000e+01 nan nan
7.100000000000000000e+01 nan nan
7.300000000000000000e+01 nan nan
7.500000000000000000e+01 nan nan
7.700000000000000000e+01 nan nan
7.900000000000000000e+01 nan nan
8.100000000000000000e+01 nan nan
8.300000000000000000e+01 nan nan
8.500000000000000000e+01 nan nan
8.700000000000000000e+01 nan nan
8.900000000000000000e+01 nan nan
9.100000000000000000e+01 nan nan
9.300000000000000000e+01 nan nan
9.500000000000000000e+01 nan nan
9.700000000000000000e+01 nan nan
